,id,segment_id,time_slot,visit_count
1013,1498,1,13107326400000000,1
1014,1500,41,13107326400000000,2
1015,1501,334,13107412800000000,1
1016,1503,56,13107412800000000,1
1017,1504,213,13107412800000000,3
1018,1506,5,13107412800000000,1
1019,1507,61,13107412800000000,2
1020,1509,48,13107412800000000,3
1021,1510,234,13107412800000000,1
1022,1511,51,13107412800000000,1
1023,1513,179,13107412800000000,1
1024,1514,1,13107412800000000,1
1025,1515,295,13107412800000000,15
1026,1516,41,13107412800000000,1
1027,1517,48,13107499200000000,2
1028,1519,213,13107499200000000,5
1029,1520,15,13107499200000000,1
1030,1521,338,13107499200000000,2
1031,1522,5,13107499200000000,6
1032,1523,46,13107499200000000,2
1033,1524,295,13107499200000000,6
1034,1525,1,13107585600000000,2
1035,1526,213,13107585600000000,2
1036,1527,322,13107585600000000,1
1037,1528,48,13107585600000000,3
1038,1529,41,13107585600000000,1
1039,1530,56,13107585600000000,10
1040,1531,303,13107585600000000,2
1041,1532,179,13107585600000000,1
1042,1533,5,13107585600000000,4
1043,1534,327,13107585600000000,1
1044,1535,339,13107585600000000,1
1045,1536,295,13107585600000000,6
1046,1537,48,13107672000000000,8
1047,1538,179,13107672000000000,1
1048,1539,128,13107672000000000,1
1049,1540,5,13107672000000000,3
1050,1541,46,13107672000000000,2
1051,1542,56,13107672000000000,4
1052,1543,51,13107672000000000,1
1053,1544,340,13107672000000000,1
1054,1545,41,13107672000000000,11
1055,1546,119,13107672000000000,3
1056,1547,88,13107672000000000,5
1057,1549,261,13107758400000000,3
1058,1550,41,13107758400000000,16
1059,1551,48,13107758400000000,6
1060,1552,5,13107758400000000,122
1061,1554,61,13107758400000000,6
1062,1555,56,13107758400000000,1
1063,1556,162,13107758400000000,3
1064,1558,213,13107844800000000,4
1065,1559,207,13107844800000000,1
1066,1560,1,13107844800000000,3
1067,1561,295,13107844800000000,11
1068,1562,338,13107844800000000,2
1069,1563,45,13107844800000000,1
1070,1564,5,13107844800000000,4
1071,1565,48,13107844800000000,3
1072,1566,344,13107844800000000,1
1073,1567,345,13107844800000000,1
1074,1569,56,13107844800000000,4
1075,1570,322,13107844800000000,1
1076,1571,330,13107844800000000,15
1077,1573,135,13107844800000000,1
1078,1574,63,13107844800000000,1
1079,1575,41,13107844800000000,2
1080,1576,61,13107844800000000,2
1081,1577,5,13107931200000000,256
1082,1578,322,13107931200000000,1
1083,1579,1,13107931200000000,4
1084,1580,213,13107931200000000,2
1085,1581,61,13107931200000000,2
1086,1582,48,13107931200000000,5
1087,1583,41,13107931200000000,1
1088,1584,348,13107931200000000,2
1089,1585,179,13107931200000000,1
1090,1586,349,13107931200000000,1
1091,1587,41,13108017600000000,2
1092,1588,213,13108017600000000,2
1093,1589,295,13108017600000000,13
1094,1590,350,13108017600000000,1
1095,1591,46,13108017600000000,1
1096,1592,48,13108017600000000,5
1097,1593,56,13108017600000000,1
1098,1594,128,13108017600000000,1
1099,1595,61,13108017600000000,2
1100,1596,351,13108017600000000,1
1101,1597,352,13108017600000000,1
1102,1598,135,13108017600000000,1
1103,1599,353,13108017600000000,2
1104,1600,213,13108104000000000,1
1105,1601,1,13108104000000000,1
1106,1602,48,13108104000000000,1
1107,1603,41,13108104000000000,2
1108,1604,295,13108104000000000,3
1109,1605,46,13108104000000000,1
1110,1606,295,13108190400000000,3
1111,1607,48,13108190400000000,4
1112,1608,41,13108190400000000,4
1113,1609,1,13108190400000000,2
1114,1610,20,13108190400000000,2
1115,1611,234,13108276800000000,1
1116,1612,48,13108276800000000,2
1117,1613,41,13108276800000000,2
1118,1614,213,13108276800000000,2
1119,1615,354,13108363200000000,1
1120,1616,355,13108363200000000,8
1121,1617,179,13108363200000000,1
1122,1618,48,13108363200000000,3
1123,1619,41,13108363200000000,4
1124,1620,46,13108363200000000,1
1125,1621,356,13108363200000000,3
1126,1622,222,13108363200000000,1
1127,1623,48,13108449600000000,9
1128,1624,213,13108449600000000,2
1129,1625,1,13108449600000000,3
1130,1626,15,13108449600000000,1
1131,1627,46,13108449600000000,1
1132,1628,357,13108449600000000,1
1133,1629,295,13108449600000000,7
1134,1630,322,13108449600000000,1
1135,1631,5,13108449600000000,5
1136,1632,56,13108449600000000,14
1137,1633,162,13108449600000000,25
1138,1634,358,13108449600000000,1
1139,1635,135,13108449600000000,2
1140,1636,359,13108449600000000,2
1141,1637,234,13108449600000000,1
1142,1638,41,13108449600000000,2
1143,1639,360,13108449600000000,1
1144,1640,361,13108449600000000,1
1145,1641,119,13108449600000000,9
1146,1642,362,13108536000000000,3
1147,1643,48,13108536000000000,6
1148,1644,363,13108536000000000,1
1149,1645,364,13108536000000000,1
1150,1646,1,13108536000000000,3
1151,1647,365,13108536000000000,1
1152,1648,366,13108536000000000,2
1153,1649,179,13108536000000000,1
1154,1650,5,13108536000000000,1
1155,1651,29,13108536000000000,1
1156,1652,367,13108536000000000,1
1157,1653,41,13108536000000000,1
1158,1654,46,13108536000000000,1
1159,1655,234,13108536000000000,1
1160,1656,237,13108536000000000,1
1161,1657,46,13108622400000000,2
1162,1658,56,13108622400000000,9
1163,1659,1,13108622400000000,8
1164,1660,295,13108622400000000,12
1165,1661,368,13108622400000000,1
1166,1662,20,13108622400000000,1
1167,1663,48,13108622400000000,2
1168,1664,369,13108622400000000,1
1169,1665,322,13108622400000000,1
1170,1666,5,13108622400000000,3
1171,1667,213,13108622400000000,2
1172,1668,51,13108622400000000,1
1173,1669,5,13108708800000000,5
1174,1670,56,13108708800000000,1
1175,1671,234,13108708800000000,1
1176,1672,1,13108708800000000,2
1177,1673,48,13108708800000000,3
1178,1674,213,13108708800000000,2
1179,1675,46,13108708800000000,1
1180,1676,41,13108708800000000,1
1181,1677,295,13108708800000000,9
1182,1678,48,13108795200000000,4
1183,1679,213,13108795200000000,3
1184,1680,1,13108795200000000,1
1185,1681,41,13108795200000000,3
1186,1682,5,13108795200000000,2
1187,1683,295,13108795200000000,8
1188,1684,56,13108795200000000,2
1189,1685,162,13108795200000000,1
1190,1686,48,13108881600000000,3
1191,1687,1,13108881600000000,2
1192,1688,46,13108881600000000,1
1193,1689,29,13108881600000000,2
1194,1690,41,13108881600000000,44
1195,1691,48,13108968000000000,7
1196,1692,46,13108968000000000,9
1197,1693,29,13108968000000000,1
1198,1694,261,13108968000000000,1
1199,1695,41,13108968000000000,1
1200,1696,48,13109054400000000,5
1201,1697,1,13109054400000000,2
1202,1698,87,13109054400000000,3
1203,1699,56,13109054400000000,3
1204,1700,5,13109054400000000,1
1205,1701,370,13109054400000000,1
1206,1702,46,13109054400000000,2
1207,1703,1,13109140800000000,6
1208,1704,48,13109140800000000,6
1209,1705,295,13109140800000000,7
1210,1706,5,13109140800000000,3
1211,1707,56,13109140800000000,17
1212,1708,371,13109140800000000,2
1213,1709,322,13109140800000000,1
1214,1710,234,13109140800000000,2
1215,1711,372,13109140800000000,2
1216,1712,373,13109140800000000,1
1217,1713,41,13109140800000000,2
1218,1714,29,13109140800000000,1
1219,1715,213,13109140800000000,2
1220,1716,374,13109140800000000,1
1221,1717,162,13109140800000000,3
1222,1718,375,13109140800000000,12
1223,1719,376,13109140800000000,2
1224,1720,135,13109227200000000,2
1225,1721,213,13109227200000000,1
1226,1722,295,13109227200000000,5
1227,1723,48,13109227200000000,1
1228,1724,1,13109227200000000,1
1229,1725,56,13109227200000000,2
1230,1726,179,13109227200000000,1
1231,1727,5,13109227200000000,2
1232,1728,161,13109227200000000,1
1233,1729,377,13109227200000000,8
1234,1730,234,13109227200000000,1
1235,1731,269,13109227200000000,1
1236,1732,20,13109227200000000,5
1237,1733,295,13109313600000000,9
1238,1734,234,13109313600000000,1
1239,1735,56,13109313600000000,5
1240,1736,51,13109313600000000,2
1241,1737,162,13109313600000000,17
1242,1738,5,13109313600000000,2
1243,1739,378,13109313600000000,1
1244,1740,135,13109313600000000,1
1245,1741,48,13109313600000000,6
1246,1742,379,13109313600000000,1
1247,1743,380,13109313600000000,1
1248,1744,381,13109313600000000,1
1249,1745,382,13109313600000000,2
1250,1746,383,13109313600000000,1
1251,1747,384,13109313600000000,1
1252,1748,46,13109313600000000,1
1253,1749,213,13109313600000000,2
1254,1750,375,13109313600000000,18
1255,1751,41,13109313600000000,1
1256,1752,48,13109400000000000,3
1257,1753,162,13109400000000000,1
1258,1754,1,13109400000000000,1
1259,1755,385,13109400000000000,1
1260,1756,386,13109400000000000,1
1261,1757,295,13109400000000000,5
1262,1758,261,13109400000000000,2
1263,1759,46,13109400000000000,1
1264,1760,387,13109400000000000,1
1265,1761,375,13109400000000000,7
1266,1762,375,13109486400000000,3
1267,1763,48,13109486400000000,10
1268,1764,388,13109486400000000,7
1269,1765,41,13109486400000000,4
1270,1766,119,13109486400000000,12
1271,1767,261,13109486400000000,1
1272,1768,5,13109486400000000,1
1273,1769,162,13109486400000000,4
1274,1770,56,13109486400000000,2
1275,1771,48,13109572800000000,10
1276,1772,41,13109572800000000,5
1277,1773,119,13109572800000000,1
1278,1774,207,13109572800000000,1
1279,1775,46,13109572800000000,1
1280,1776,56,13109572800000000,2
1281,1777,29,13109572800000000,1
1282,1778,162,13109572800000000,1
1283,1779,5,13109572800000000,1
1284,1780,1,13109572800000000,1
1285,1781,41,13109659200000000,1
1286,1782,48,13109659200000000,3
1287,1783,56,13109659200000000,5
1288,1784,1,13109659200000000,4
1289,1785,295,13109659200000000,6
1290,1786,119,13109659200000000,1
1291,1787,5,13109659200000000,2
1292,1788,128,13109659200000000,1
1293,1789,29,13109659200000000,1
1294,1790,323,13109659200000000,2
1295,1791,295,13109745600000000,6
1296,1792,48,13109745600000000,6
1297,1793,46,13109745600000000,1
1298,1794,41,13109745600000000,3
1299,1795,56,13109745600000000,4
1300,1796,1,13109745600000000,1
1301,1797,45,13109745600000000,6
1302,1798,213,13109745600000000,5
1303,1799,5,13109745600000000,2
1304,1800,51,13109745600000000,3
1305,1801,29,13109745600000000,1
1306,1802,56,13109832000000000,3
1307,1803,5,13109832000000000,2
1308,1804,213,13109832000000000,1
1309,1805,1,13109832000000000,1
1310,1806,48,13109832000000000,5
1311,1807,119,13109832000000000,3
1312,1808,51,13109832000000000,1
1313,1809,389,13109832000000000,2
1314,1810,390,13109832000000000,1
1315,1811,172,13109832000000000,2
1316,1812,391,13109832000000000,1
1317,1813,41,13109832000000000,1
1318,1814,207,13109832000000000,1
1319,1815,234,13109832000000000,1
1320,1816,29,13109918400000000,3
1321,1817,135,13109918400000000,4
1322,1818,46,13109918400000000,1
1323,1819,5,13109918400000000,4
1324,1820,234,13109918400000000,2
1325,1821,179,13109918400000000,1
1326,1822,1,13109918400000000,2
1327,1823,248,13109918400000000,1
1328,1824,128,13109918400000000,2
1329,1825,56,13109918400000000,9
1330,1826,392,13109918400000000,1
1331,1827,393,13109918400000000,2
1332,1828,255,13109918400000000,2
1333,1829,394,13109918400000000,1
1334,1830,77,13109918400000000,1
1335,1831,41,13109918400000000,1
1336,1832,48,13109918400000000,3
1337,1833,213,13109918400000000,1
1338,1834,213,13110004800000000,5
1339,1835,48,13110004800000000,1
1340,1836,56,13110091200000000,5
1341,1837,48,13110091200000000,3
1342,1838,41,13110091200000000,1
1343,1839,29,13110091200000000,1
1344,1840,5,13110091200000000,1
1345,1841,261,13110091200000000,1
1346,1842,375,13110091200000000,4
1347,1843,207,13110177600000000,1
1348,1844,48,13110177600000000,15
1349,1845,46,13110177600000000,2
1350,1846,179,13110177600000000,1
1351,1847,41,13110177600000000,3
1352,1848,119,13110177600000000,2
1353,1849,46,13110264000000000,1
1354,1850,48,13110264000000000,5
1355,1851,207,13110264000000000,1
1356,1852,5,13110264000000000,1
1357,1853,1,13110264000000000,1
1358,1854,213,13110350400000000,3
1359,1855,48,13110350400000000,5
1360,1856,1,13110350400000000,3
1361,1857,5,13110350400000000,1
1362,1858,51,13110350400000000,1
1363,1859,395,13110350400000000,2
1364,1860,396,13110350400000000,2
1365,1861,41,13110350400000000,2
1366,1862,207,13110350400000000,1
1367,1863,46,13110350400000000,2
1368,1864,1,13110436800000000,3
1369,1865,213,13110436800000000,2
1370,1866,128,13110436800000000,1
1371,1867,5,13110436800000000,1
1372,1868,1,13110523200000000,1
1373,1869,213,13110523200000000,5
1374,1870,56,13110523200000000,2
1375,1871,5,13110523200000000,1
1376,1872,48,13110523200000000,4
1377,1873,207,13110523200000000,2
1378,1874,213,13110609600000000,3
1379,1875,48,13110609600000000,2
1380,1876,41,13110609600000000,5
1381,1877,5,13110609600000000,3
1382,1878,295,13110609600000000,6
1383,1879,56,13110609600000000,9
1384,1880,20,13110609600000000,1
1385,1881,397,13110609600000000,2
1386,1882,29,13110609600000000,1
1387,1883,128,13110609600000000,1
1388,1884,135,13110609600000000,1
1389,1885,322,13110609600000000,1
1390,1886,46,13110609600000000,1
1391,1887,207,13110609600000000,2
1392,1888,234,13110696000000000,3
1393,1889,295,13110696000000000,4
1394,1890,48,13110696000000000,6
1395,1891,119,13110696000000000,6
1396,1892,41,13110696000000000,1
1397,1893,46,13110696000000000,2
1398,1894,29,13110696000000000,1
1399,1895,207,13110696000000000,2
1400,1896,56,13110696000000000,3
1401,1897,1,13110696000000000,1
1402,1898,135,13110696000000000,3
1403,1899,41,13110782400000000,5
1404,1900,1,13110782400000000,2
1405,1901,29,13110782400000000,1
1406,1902,48,13110782400000000,8
1407,1903,46,13110782400000000,1
1408,1904,295,13110782400000000,23
1409,1905,41,13110868800000000,5
1410,1906,48,13110868800000000,11
1411,1907,295,13110868800000000,20
1412,1908,1,13110868800000000,1
1413,1909,56,13110868800000000,82
1414,1910,213,13110868800000000,2
1415,1911,5,13110868800000000,3
1416,1912,135,13110868800000000,1
1417,1913,398,13110868800000000,2
1418,1914,399,13110868800000000,1
1419,1915,400,13110868800000000,1
1420,1916,128,13110868800000000,1
1421,1917,401,13110868800000000,1
1422,1918,207,13110868800000000,1
1423,1919,295,13110955200000000,4
1424,1920,56,13110955200000000,31
1425,1921,402,13110955200000000,1
1426,1922,403,13110955200000000,1
1427,1923,400,13110955200000000,1
1428,1924,404,13110955200000000,1
1429,1925,213,13110955200000000,1
1430,1926,179,13110955200000000,2
1431,1927,295,13111041600000000,5
1432,1928,339,13111041600000000,1
1433,1929,405,13111041600000000,2
1434,1930,179,13111041600000000,1
1435,1931,406,13111041600000000,1
1436,1932,407,13111041600000000,1
1437,1933,322,13111041600000000,4
1438,1934,1,13111041600000000,1
1439,1935,128,13111041600000000,3
1440,1936,135,13111041600000000,1
1441,1937,5,13111041600000000,2
1442,1938,172,13111041600000000,1
1443,1939,51,13111041600000000,2
1444,1940,56,13111041600000000,10
1445,1941,257,13111041600000000,1
1446,1942,408,13111041600000000,1
1447,1943,48,13111128000000000,4
1448,1944,1,13111128000000000,1
1449,1945,56,13111128000000000,3
1450,1946,5,13111128000000000,2
1451,1947,179,13111128000000000,1
1452,1948,295,13111128000000000,5
1453,1949,409,13111128000000000,1
1454,1950,410,13111128000000000,1
1455,1951,213,13111214400000000,1
1456,1952,41,13111214400000000,1
1457,1953,179,13111214400000000,1
1458,1954,1,13111473600000000,1
1459,1955,5,13111473600000000,5
1460,1956,56,13111473600000000,15
1461,1957,322,13111473600000000,1
1462,1958,295,13111473600000000,6
1463,1959,179,13111473600000000,2
1464,1960,135,13111473600000000,1
1465,1961,172,13111473600000000,1
1466,1962,48,13111473600000000,4
1467,1963,41,13111473600000000,1
1468,1964,411,13111473600000000,1
1469,1965,375,13111473600000000,10
1470,1966,46,13111473600000000,2
1471,1967,48,13111560000000000,4
1472,1968,295,13111560000000000,13
1473,1969,322,13111560000000000,2
1474,1970,5,13111560000000000,1
1475,1971,56,13111560000000000,7
1476,1972,46,13111560000000000,1
1477,1973,179,13111560000000000,1
1478,1974,41,13111560000000000,2
1479,1975,376,13111560000000000,1
1480,1976,295,13111646400000000,5
1481,1977,41,13111646400000000,4
1482,1978,56,13111646400000000,1
1483,1979,46,13111646400000000,1
1484,1980,51,13111646400000000,1
1485,1981,410,13111646400000000,1
1486,1982,5,13111646400000000,3
1487,1983,48,13111646400000000,1
1488,1984,135,13111646400000000,1
1489,1985,1,13111732800000000,4
1490,1986,234,13111732800000000,2
1491,1987,48,13111732800000000,11
1492,1988,46,13111732800000000,2
1493,1989,56,13111732800000000,54
1494,1990,412,13111732800000000,1
1495,1991,405,13111732800000000,1
1496,1992,5,13111732800000000,6
1497,1993,413,13111732800000000,3
1498,1994,414,13111732800000000,1
1499,1995,213,13111732800000000,2
1500,1996,41,13111732800000000,2
1501,1997,29,13111732800000000,1
1502,1998,334,13111732800000000,1
1503,1999,207,13111732800000000,1
1504,2000,1,13111819200000000,1
1505,2001,56,13111819200000000,1
1506,2002,322,13111819200000000,1
1507,2003,295,13111819200000000,6
1508,2004,46,13111992000000000,1
1509,2005,48,13111992000000000,1
1510,2006,261,13111992000000000,1
1511,2007,376,13112078400000000,2
1512,2008,56,13112078400000000,2
1513,2009,48,13112078400000000,1
1514,2010,41,13112078400000000,1
1515,2011,46,13112078400000000,2
1516,2012,415,13112078400000000,1
1517,2013,416,13112164800000000,3
1518,2014,179,13112164800000000,2
1519,2015,213,13112164800000000,2
1520,2016,322,13112164800000000,1
1521,2017,48,13112164800000000,5
1522,2018,56,13112164800000000,92
1523,2019,5,13112164800000000,3
1524,2020,417,13112164800000000,1
1525,2021,295,13112164800000000,6
1526,2022,41,13112164800000000,2
1527,2023,207,13112164800000000,1
1528,2024,135,13112251200000000,1
1529,2025,5,13112251200000000,4
1530,2026,48,13112251200000000,4
1531,2027,56,13112251200000000,20
1532,2028,418,13112251200000000,2
1533,2029,45,13112251200000000,1
1534,2030,119,13112251200000000,18
1535,2031,295,13112251200000000,1
1536,2032,322,13112251200000000,1
1537,2033,1,13112251200000000,1
1538,2034,234,13112337600000000,2
1539,2035,56,13112337600000000,44
1540,2036,48,13112337600000000,5
1541,2037,295,13112337600000000,14
1542,2038,63,13112337600000000,1
1543,2039,419,13112337600000000,1
1544,2040,5,13112337600000000,8
1545,2041,41,13112337600000000,1
1546,2042,5,13112424000000000,1
1547,2043,41,13112424000000000,1
1548,2044,234,13112424000000000,3
1549,2045,56,13112424000000000,3
1550,2046,420,13112424000000000,1
1551,2047,1,13112424000000000,1
1552,2048,48,13112424000000000,7
1553,2049,179,13112424000000000,1
1554,2050,421,13112424000000000,1
1555,2051,422,13112424000000000,2
1556,2052,119,13112424000000000,13
1557,2053,46,13112424000000000,2
1558,2054,261,13112510400000000,1
1559,2055,46,13112510400000000,6
1560,2056,1,13112510400000000,1
1561,2057,48,13112510400000000,9
1562,2058,41,13112510400000000,5
1563,2059,29,13112510400000000,2
1564,2060,48,13112596800000000,1
1565,2061,207,13112596800000000,1
1566,2062,1,13112683200000000,3
1567,2063,423,13112683200000000,3
1568,2064,48,13112683200000000,5
1569,2065,119,13112683200000000,40
1570,2066,424,13112683200000000,2
1571,2067,425,13112683200000000,2
1572,2068,426,13112683200000000,3
1573,2069,56,13112683200000000,4
1574,2070,2,13112683200000000,1
1575,2071,295,13112683200000000,7
1576,2072,161,13112683200000000,1
1577,2073,146,13112683200000000,20
1578,2074,41,13112683200000000,2
1579,2075,207,13112683200000000,1
1580,2076,261,13112683200000000,1
1581,2077,1,13112769600000000,4
1582,2078,427,13112769600000000,1
1583,2079,56,13112769600000000,1
1584,2080,5,13112769600000000,1
1585,2081,234,13112769600000000,1
1586,2082,48,13112769600000000,1
1587,2083,51,13112769600000000,1
1588,2084,213,13112856000000000,2
1589,2085,334,13112856000000000,1
1590,2086,1,13112856000000000,3
1591,2087,322,13112856000000000,1
1592,2088,135,13112856000000000,1
1593,2089,5,13112856000000000,4
1594,2090,128,13112856000000000,1
1595,2091,423,13112856000000000,6
1596,2092,119,13112856000000000,14
1597,2093,428,13112856000000000,1
1598,2094,429,13112856000000000,1
1599,2095,430,13112856000000000,2
1600,2096,48,13112856000000000,6
1601,2097,431,13112856000000000,1
1602,2098,56,13112856000000000,13
1603,2099,295,13112856000000000,13
1604,2100,41,13112856000000000,1
1605,2101,432,13112856000000000,1
1606,2102,234,13112856000000000,2
1607,2103,261,13112856000000000,1
1608,2104,433,13112856000000000,1
1609,2105,50,13112856000000000,3
1610,2106,234,13112942400000000,1
1611,2107,48,13112942400000000,9
1612,2108,423,13112942400000000,4
1613,2109,322,13112942400000000,1
1614,2110,295,13112942400000000,5
1615,2111,5,13112942400000000,3
1616,2112,56,13112942400000000,10
1617,2113,425,13112942400000000,2
1618,2114,1,13112942400000000,3
1619,2115,434,13112942400000000,8
1620,2116,435,13112942400000000,1
1621,2117,436,13112942400000000,1
1622,2118,437,13112942400000000,1
1623,2119,438,13112942400000000,1
1624,2120,439,13112942400000000,1
1625,2121,440,13112942400000000,1
1626,2122,50,13112942400000000,6
1627,2123,441,13112942400000000,1
1628,2124,41,13112942400000000,2
1629,2125,46,13112942400000000,1
1630,2126,1,13113028800000000,1
1631,2127,56,13113028800000000,2
1632,2128,48,13113028800000000,4
1633,2129,423,13113028800000000,3
1634,2130,63,13113028800000000,2
1635,2131,213,13113028800000000,1
1636,2132,5,13113028800000000,1
1637,2133,41,13113115200000000,6
1638,2134,261,13113115200000000,3
1639,2135,48,13113115200000000,5
1640,2136,423,13113115200000000,2
1641,2137,29,13113115200000000,1
1642,2138,48,13113201600000000,1
1643,2139,41,13113201600000000,1
1644,2140,423,13113201600000000,1
1645,2141,113,13113201600000000,1
1646,2142,442,13113201600000000,1
1647,2143,443,13113201600000000,1
1648,2144,1,13113288000000000,4
1649,2145,135,13113288000000000,1
1650,2146,87,13113288000000000,3
1651,2147,41,13113288000000000,3
1652,2148,48,13113288000000000,8
1653,2149,423,13113288000000000,7
1654,2150,56,13113288000000000,1
1655,2151,5,13113288000000000,1
1656,2152,405,13113288000000000,1
1657,2153,261,13113288000000000,1
1658,2154,295,13113288000000000,12
1659,2155,444,13113288000000000,1
1660,2156,213,13113288000000000,1
1661,2157,1,13113374400000000,4
1662,2158,5,13113374400000000,2
1663,2159,423,13113374400000000,3
1664,2160,46,13113374400000000,1
1665,2161,56,13113374400000000,2
1666,2162,234,13113374400000000,1
1667,2163,48,13113374400000000,2
1668,2164,119,13113374400000000,4
1669,2165,295,13113374400000000,7
1670,2166,119,13113460800000000,8
1671,2167,56,13113460800000000,6
1672,2168,423,13113460800000000,2
1673,2169,135,13113460800000000,2
1674,2170,295,13113460800000000,6
1675,2171,1,13113460800000000,1
1676,2172,1,13113547200000000,2
1677,2173,295,13113547200000000,4
1678,2174,5,13113547200000000,1
1679,2175,29,13113547200000000,2
1680,2176,56,13113547200000000,3
1681,2177,445,13113547200000000,2
1682,2178,48,13113547200000000,1
1683,2179,423,13113547200000000,1
1684,2180,135,13113547200000000,1
1685,2181,119,13113547200000000,6
1686,2182,46,13113633600000000,2
1687,2183,56,13113633600000000,2
1688,2184,1,13113633600000000,2
1689,2185,295,13113633600000000,6
1690,2186,48,13113633600000000,8
1691,2187,5,13113633600000000,2
1692,2188,423,13113633600000000,1
1693,2189,446,13113633600000000,1
1694,2190,213,13113720000000000,1
1695,2191,447,13113720000000000,1
1696,2192,5,13113720000000000,3
1697,2193,56,13113720000000000,2
1698,2194,48,13113720000000000,8
1699,2195,423,13113720000000000,5
1700,2196,41,13113720000000000,10
1701,2197,179,13113720000000000,1
1702,2198,29,13113720000000000,1
1703,2199,261,13113720000000000,1
1704,2200,207,13113806400000000,1
1705,2201,41,13113806400000000,2
1706,2202,425,13113806400000000,2
1707,2203,48,13113806400000000,1
1708,2204,213,13113892800000000,1
1709,2205,41,13113892800000000,11
1710,2206,423,13113892800000000,8
1711,2207,119,13113892800000000,2
1712,2208,1,13113892800000000,3
1713,2209,48,13113892800000000,7
1714,2210,135,13113892800000000,2
1715,2211,56,13113892800000000,59
1716,2212,5,13113892800000000,2
1717,2213,295,13113892800000000,6
1718,2214,261,13113892800000000,1
1719,2215,56,13113979200000000,38
1720,2216,1,13113979200000000,3
1721,2217,5,13113979200000000,3
1722,2218,423,13113979200000000,6
1723,2219,135,13113979200000000,3
1724,2220,448,13113979200000000,1
1725,2221,48,13113979200000000,9
1726,2222,449,13113979200000000,1
1727,2223,450,13113979200000000,1
1728,2224,451,13113979200000000,1
1729,2225,119,13113979200000000,7
1730,2226,41,13113979200000000,4
1731,2227,1,13114065600000000,6
1732,2228,48,13114065600000000,4
1733,2229,452,13114065600000000,1
1734,2230,56,13114065600000000,27
1735,2231,5,13114065600000000,19
1736,2232,135,13114065600000000,5
1737,2233,423,13114065600000000,6
1738,2234,213,13114065600000000,2
1739,2235,63,13114065600000000,1
1740,2236,172,13114065600000000,1
1741,2237,51,13114065600000000,1
1742,2238,41,13114065600000000,2
1743,2239,323,13114065600000000,1
1744,2240,41,13114152000000000,3
1745,2241,423,13114152000000000,7
1746,2242,135,13114152000000000,1
1747,2243,48,13114152000000000,7
1748,2244,56,13114152000000000,10
1749,2245,1,13114152000000000,1
1750,2246,453,13114152000000000,1
1751,2247,5,13114152000000000,1
1752,2248,213,13114152000000000,2
1753,2249,46,13114152000000000,1
1754,2250,48,13114238400000000,5
1755,2251,423,13114238400000000,6
1756,2252,1,13114238400000000,6
1757,2253,5,13114238400000000,3
1758,2254,454,13114238400000000,2
1759,2255,455,13114238400000000,2
1760,2256,135,13114238400000000,2
1761,2257,56,13114238400000000,9
1762,2258,322,13114238400000000,1
1763,2259,41,13114238400000000,1
1764,2260,261,13114324800000000,13
1765,2261,119,13114324800000000,14
1766,2262,423,13114324800000000,3
1767,2263,48,13114324800000000,8
1768,2264,15,13114324800000000,1
1769,2265,41,13114324800000000,6
1770,2266,1,13114324800000000,2
1771,2267,41,13114411200000000,23
1772,2268,48,13114411200000000,1
1773,2269,423,13114411200000000,1
1774,2270,1,13114411200000000,3
1775,2271,261,13114411200000000,2
1776,2272,29,13114411200000000,1
1777,2273,1,13114497600000000,6
1778,2274,63,13114497600000000,2
1779,2275,5,13114497600000000,5
1780,2276,56,13114497600000000,6
1781,2277,213,13114497600000000,1
1782,2278,423,13114497600000000,3
1783,2279,456,13114497600000000,3
1784,2280,41,13114497600000000,2
1785,2281,48,13114497600000000,2
1786,2282,48,13114584000000000,6
1787,2283,213,13114584000000000,4
1788,2284,41,13114584000000000,4
1789,2285,56,13114584000000000,1
1790,2286,135,13114584000000000,1
1791,2287,1,13114584000000000,2
1792,2288,423,13114584000000000,2
1793,2289,119,13114584000000000,12
1794,2290,51,13114584000000000,1
1795,2291,48,13114670400000000,5
1796,2292,41,13114670400000000,3
1797,2293,1,13114670400000000,4
1798,2294,213,13114670400000000,2
1799,2295,128,13114670400000000,3
1800,2296,257,13114670400000000,1
1801,2297,423,13114670400000000,3
1802,2298,46,13114670400000000,1
1803,2299,135,13114670400000000,2
1804,2300,56,13114670400000000,1
1805,2301,234,13114670400000000,1
1806,2302,334,13114670400000000,2
1807,2303,457,13114670400000000,1
1808,2304,56,13114756800000000,62
1809,2305,1,13114756800000000,6
1810,2306,458,13114756800000000,1
1811,2307,20,13114756800000000,2
1812,2308,5,13114756800000000,4
1813,2309,295,13114756800000000,2
1814,2310,161,13114756800000000,1
1815,2311,423,13114756800000000,3
1816,2312,459,13114756800000000,1
1817,2313,48,13114756800000000,3
1818,2314,41,13114756800000000,2
1819,2315,56,13114843200000000,36
1820,2316,46,13114843200000000,2
1821,2317,1,13114843200000000,2
1822,2318,423,13114843200000000,5
1823,2319,48,13114843200000000,1
1824,2320,5,13114843200000000,2
1825,2321,213,13114843200000000,2
1826,2322,460,13114843200000000,1
1827,2323,461,13114843200000000,1
1828,2324,51,13114843200000000,1
1829,2325,135,13114843200000000,1
1830,2326,462,13114843200000000,8
1831,2327,48,13114929600000000,4
1832,2328,423,13114929600000000,4
1833,2329,463,13114929600000000,2
1834,2330,46,13114929600000000,1
